idx_original,Class,prediccion_fraude,probabilidad_fraude
117,0,1,0.9190057345788044
118,0,0,0.1565845344649593
119,0,0,0.4943489519492134
120,0,0,0.39388990433399307
121,0,0,0.3388022798618144
122,0,0,0.07361924147083279
123,0,1,0.856775888486333
124,0,0,0.355070211179654
125,0,0,0.0284982794770553
126,0,0,0.05751603426724762
127,0,0,0.05469892842871979
128,0,0,0.08093445557435644
129,0,0,0.2162857093871143
130,0,0,0.02308982471769996
131,0,0,0.0374846612753324
132,0,0,0.15473538838620335
133,0,0,0.05992905671996347
134,0,0,0.04814135873008594
135,0,0,0.15244411925185009
136,0,0,0.04416304473361853
137,0,0,0.05886689336742567
138,0,1,0.5374140201987424
139,0,0,0.02007051074073375
140,0,0,0.0014838074148557034
141,0,0,0.00017459957688212806
142,0,1,0.561958636287945
143,0,0,0.06194552097391504
144,0,0,0.049303138912514054
145,0,0,0.07710385952771324
146,0,0,8.436861411897006e-05
147,0,0,0.0014625797812467874
148,0,0,0.45241002564041805
149,0,0,0.0571236998815823
150,0,0,0.018623475423406272
151,0,1,0.6051571387309692
152,0,0,0.20883495305111568
153,0,0,0.0008584669195844337
154,0,0,0.05473533232478534
155,0,0,0.05243745338360802
156,0,0,0.03378224217692342
157,0,1,0.5545319800448029
158,0,0,0.0008487041016926294
159,0,1,0.8429242951390707
160,0,0,0.15719523384792677
161,0,0,0.0455351744271123
162,0,0,0.04431160923056627
163,0,0,0.0471124608992734
164,0,0,0.14884533201580993
165,0,0,0.012262622827448175
166,0,1,0.9190323814774453
167,0,0,0.07718583233969012
168,0,1,0.7541589860575466
169,0,0,0.13975374229748969
170,0,0,0.0012340843576757919
171,0,0,0.03201716370560167
172,0,0,0.201245479320047
173,0,0,0.03454658997751705
174,0,1,0.7916342399511843
175,0,0,0.0425136732031594
176,0,0,0.045807995648717466
177,0,0,0.43263330618891754
178,0,0,0.0335341268864494
179,0,0,0.000561412822499473
180,0,1,0.9160373195356729
181,0,0,0.07963422738612715
182,0,0,0.06599946796103227
183,0,0,0.057607142334348826
184,0,0,0.062408031070086
185,0,1,0.6119346728787501
186,0,1,0.5181039706332304
187,0,0,0.035713723929982635
188,0,0,0.05736726975923918
189,0,0,0.03934334500147742
190,0,0,0.12247918324407929
191,0,0,0.029986242088354598
192,0,0,0.10207931699181713
193,0,0,0.2328990259395068
194,0,1,0.9408316623164528
195,0,0,0.002202591702260171
196,0,0,0.10194048967393572
197,0,0,0.08579395704751996
198,0,0,0.012986395701651459
199,0,0,0.00799807715526538
200,0,0,0.11304098020678673
201,0,1,0.9992476354425568
202,0,0,0.0720412410375948
203,0,0,0.07050297090755493
204,0,0,0.47153273131583073
205,0,0,0.1278404230628632
206,0,0,0.058870302304388764
207,0,0,0.025307010355603246
208,0,0,0.01650459967938213
209,0,0,0.030965973903601257
210,0,0,0.0535278821290131
211,0,0,0.056292882027678855
212,0,0,0.0002237306623598758
213,0,0,0.4390973891411639
214,0,0,0.00022359214241736598
215,0,0,0.43162829215926773
216,0,0,0.0321826970236202
217,0,0,0.13325392558317103
218,0,0,0.3263053491785553
219,0,0,0.08549717725522099
220,0,1,0.5311989702333425
221,0,0,0.030835974604684978
222,0,0,0.3810304143781225
223,0,0,0.05330802485420943
224,0,0,0.3401364942618329
225,0,0,0.038113411609708485
226,0,0,0.0010558663833124496
227,0,0,0.00023553618503239932
228,0,0,0.03246508095097065
229,0,0,0.39003929545909155
230,0,0,0.10026137608554495
231,0,0,0.012914408238668372
232,0,0,0.031668134395312755
233,0,0,0.02749477939370198
234,0,0,0.21782643172524874
235,0,0,0.2755864897450282
236,0,0,0.000660004470176799
237,0,0,0.17893469101126686
238,0,0,0.185243848273897
239,0,0,0.00047911985307459774
240,0,0,0.054376460278963874
241,0,0,9.189233839694383e-05
242,0,1,0.7553595756815595
243,0,0,0.00042786543704863414
244,0,0,0.005143344055691081
245,0,0,0.052655671040003
246,0,0,0.4902508042759068
247,0,0,0.08514784326859441
248,0,1,0.783235071839051
249,0,0,0.0001396569538737922
250,0,0,0.05717978488611246
251,0,0,0.029063574287201382
252,0,0,0.13054332714324676
253,0,1,0.9989031711841372
254,0,0,0.07290885894753951
255,0,0,0.056457828881851344
256,0,0,0.0682183782211062
257,0,0,0.18965619259509223
258,0,0,0.027211243663200064
259,0,0,0.03855716585751887
260,0,0,0.0008493337937144867
261,0,0,0.0004373193628249983
262,0,1,0.7808974490949786
263,0,0,0.029631993677621687
264,0,0,0.11864132027887658
265,0,0,0.0011062425485072265
266,0,0,0.0016146501037286039
267,0,0,0.04740862118663176
268,0,0,0.0795906776876451
269,0,0,0.09758730330237064
270,0,0,0.07414475909081544
271,0,0,0.00039055807206785494
272,0,1,0.5213712074219902
273,0,0,0.20005194728290737
274,0,0,0.03312207485347456
275,0,0,0.004943431103752049
276,0,0,0.026432028573344455
277,0,0,0.03359800633505611
278,0,0,0.009646975615371034
279,0,0,0.09409666767094388
280,0,0,0.495244762122861
281,0,0,0.07683279957778358
282,0,1,0.6699262157998281
283,0,0,0.1618220043942899
284,0,0,0.38129169427769766
285,0,1,0.9464883294187547
286,0,1,0.999480281596861
287,0,0,0.27257630612810974
288,0,0,0.0016422621053243335
289,0,0,0.03263868102652503
290,0,0,0.2501277900575509
291,0,0,0.023656035150688006
292,0,0,0.0006816621367657002
293,0,0,0.3712864464199909
294,0,1,0.732320202078485
295,0,0,0.06005750247586107
296,0,0,0.029960047807573466
297,0,0,0.07898474559951911
298,0,0,0.4312945809712762
299,0,0,0.17344610075744202
300,0,0,0.14380721672969335
301,0,1,0.5297195472755734
302,0,0,0.027093794221421087
303,0,0,0.03619434888793777
304,0,0,0.09252167822219398
305,0,0,0.03334098947179322
306,0,0,0.1852272708370633
307,0,0,0.00022632779907249151
308,0,0,0.002738690421861808
309,0,1,0.5424873140637257
310,0,0,0.0010619285853297467
311,0,0,0.021917974029602938
312,0,0,0.09456066538217398
313,0,0,0.28433810932515186
314,0,0,0.000607179579112249
315,0,0,0.052854607938206774
316,0,0,0.0020410853498942596
317,0,0,0.02343325609878742
318,0,0,0.030547264320011907
319,0,0,0.00046145815111102076
320,0,0,0.01767581339555121
321,0,0,0.008029653484820709
322,0,0,0.07008963261770806
323,0,0,0.05700248824869999
324,0,0,0.00047489375957456367
325,0,1,0.6604458883675305
326,0,0,0.011839298394744985
327,0,0,0.06450355976892716
328,0,0,0.0025510211969843955
329,0,0,0.00018517449872703488
330,0,0,0.06779807216858097
331,0,0,0.16800747130275961
332,0,0,0.029401148195817777
333,0,0,0.023239230678240737
334,0,0,0.25750242758683783
335,0,0,0.11065801172984108
336,0,1,0.7012923065790442
337,0,1,0.9975721177926222
338,0,0,0.19643765827431045
339,0,0,0.024796742341138364
340,0,0,0.2892634284314182
341,0,0,0.14508069453619563
342,0,0,0.04136650031486264
343,0,1,0.9581075405748773
344,0,0,0.061911966469113844
345,0,0,0.04007269451238941
346,0,0,0.0003448177518420583
347,0,0,0.01716084723790704
348,0,0,0.05194145382765385
349,0,0,0.02399548157318655
350,0,0,0.00746920752401882
351,0,0,0.0158359825992644
352,0,0,0.05041452438669118
353,0,1,0.9282928715870802
354,0,0,0.06465079160115536
355,0,0,0.0016932739781655157
356,0,0,0.015508239799858582
357,0,0,0.05114445153975331
358,0,0,0.11955251726456875
359,0,0,0.032055778558331575
360,0,0,0.06735886372312395
361,0,0,0.4492370195103074
362,0,0,0.025744402947345205
363,0,0,0.154637641785506
364,0,0,0.02809902239821715
365,0,0,0.0070332610639296834
366,0,0,0.05826852041593453
367,0,0,0.3429026943382115
368,0,0,0.022093739536925682
369,0,0,0.14474514558176668
370,0,0,0.04254859240577155
371,0,1,0.7946394540747009
372,0,0,0.44085990178748863
373,0,0,0.4328522968461961
374,0,0,0.16047677196248653
375,0,1,0.8349960053610679
376,0,0,0.09148470794666293
377,0,1,0.6392132333445253
378,0,0,0.0003731728220758602
379,0,0,0.07417933330555673
380,0,0,0.022162373922142632
381,0,0,0.04514592707544886
382,0,0,0.0015841072550307374
383,0,0,0.00225279305416369
384,0,0,0.0005907074394003843
385,0,1,0.5047475548090964
386,0,0,0.00022867084385225228
387,0,0,0.03935280140382379
388,0,0,0.33728062570460177
389,0,0,0.26502439457567206
390,0,0,0.08141954100659564
391,0,0,0.0004909230151232736
392,0,0,0.013461727398723417
393,0,0,0.091705125418906
394,0,1,0.9245399310990347
395,0,0,0.0002194283324837909
396,0,0,0.0612118161735004
397,0,0,0.031083282877734788
398,0,0,0.31024685727392914
399,0,0,0.22003410466217363
400,0,0,0.09127711250855093
401,0,0,0.0011787469205103997
402,0,0,0.09852486032431736
403,0,1,0.8855133182967666
404,0,0,0.06328357504254646
405,0,0,0.01187733672198742
406,0,0,0.05692846249962203
407,0,0,0.11101932345705277
408,0,1,0.9762784178215369
409,0,0,0.0628855350375954
410,0,0,0.00037368127633730623
411,0,0,0.05322528185759855
412,0,0,0.024037591819284925
413,0,0,0.12922580129512068
414,0,0,0.028596693576033283
415,0,0,0.09616995790456577
416,0,0,0.00024709112696674355
417,0,0,0.0052745011706974675
418,0,0,0.04083240914952518
419,0,1,0.9838988192513675
420,0,0,0.05806715498695339
421,0,0,0.00018653713773410469
422,0,0,0.23116041140874835
423,0,1,0.7416609017349429
424,0,0,0.06954067016844909
425,0,0,0.0008091769587763632
426,0,0,0.0013952781877039362
427,0,1,0.6765712927447736
428,0,0,0.19835950054141704
429,0,0,0.2758029105904893
430,0,0,0.0002195639917374492
431,0,0,0.026057048708380427
432,0,0,0.026317706197930824
433,0,0,0.0003941612522805842
434,0,0,0.06888217229963765
435,0,0,0.00015984340203957338
436,0,0,0.004196955598307991
437,0,0,0.18217189130047418
438,0,0,0.02434304978812441
439,0,0,0.11780688112981051
440,0,0,0.039994671560402976
441,0,0,0.06189232023225595
442,0,0,0.03439324674113641
443,0,0,0.18669410252458732
444,0,0,0.09745528392356914
445,0,0,0.10073391995418583
446,0,0,0.00041022516443266633
447,0,0,0.03767462700783957
448,0,0,0.11728849795052464
449,0,0,0.0011584554848354796
450,0,0,0.03646446494840132
451,0,1,0.7717877216249845
452,0,0,0.035139995189077476
453,0,0,0.01346097725709295
454,0,0,0.16682151993419067
455,0,0,0.007156269435148553
456,0,0,0.06068045235477136
457,0,0,0.28605321270312273
458,0,0,0.040042539503202274
459,0,0,0.013701501125473432
460,0,0,0.005103529879458634
461,0,0,0.20525795326809473
462,0,1,0.5384305344296514
463,0,0,0.16913469459406105
464,0,1,0.7505127104296255
465,0,0,0.061699632712271885
466,0,0,0.034771894254053935
467,0,0,0.024676133409489792
468,0,0,0.15405869625193652
469,0,0,0.08734160304405715
470,0,0,0.117207525359392
471,0,0,0.0008872638133460376
472,0,0,0.00680739340913518
473,0,0,0.03880862799641073
474,0,0,0.00034037173389515126
475,0,1,0.6976404237758308
476,0,1,0.6038102214850015
477,0,0,0.0056752724670693965
478,0,0,0.11285125727099672
479,0,0,0.03932235840271781
480,0,0,0.08450883387662418
481,0,0,0.04075642007303067
482,0,0,0.011679523941762027
483,0,0,0.10989578246486781
484,0,0,0.030850040893463562
485,0,0,0.07215427097540479
486,0,1,0.50508804848583
487,0,0,0.045996330245108234
488,0,0,0.17647635625132665
489,0,0,0.08089773502938172
490,0,0,0.09298723382733383
491,0,0,0.3491406271418492
492,0,0,0.002261235487478358
493,0,0,0.07333593699311898
494,0,0,0.10092882496413458
495,0,0,0.012585313010563478
496,0,0,0.033653777286482486
497,0,0,0.10371181391170704
498,0,0,0.07577285445517071
499,0,1,0.8285959271645876
500,0,0,0.05854357207370785
501,0,0,0.08864126587748586
502,0,0,0.044082953214636456
503,0,0,0.07735375717424627
504,0,0,0.16217956586029328
505,0,0,0.0003034256288557077
506,0,0,0.4369828439026709
507,0,0,0.012473635580742208
508,0,1,0.7446672176446559
509,0,0,0.02150410440863229
510,0,0,0.06005416892761093
511,0,0,0.004067462118392259
512,0,0,0.17375115060381496
513,0,1,0.5301352906461437
514,0,0,0.00031371328059574463
515,0,0,0.04730402149486603
516,0,0,0.3977502060886297
517,0,0,0.07347805340234638
518,0,0,0.037650173508804584
519,0,1,0.5267172555946317
520,0,0,0.054422714006361755
521,0,0,0.16015728070420546
522,0,1,0.5204765563981044
523,0,0,0.05550058232122369
524,0,0,0.05374073590893694
525,0,0,0.04667565768789515
526,0,0,0.14609542988048463
527,0,0,0.0821170818943459
528,0,1,0.7531628641606946
529,0,1,0.61004981891996
530,0,0,9.256679480280146e-05
531,0,0,0.010357962212264567
532,0,0,0.12152180645180326
533,0,0,0.19502496537939357
534,0,0,0.007197531338871672
535,0,0,0.205126561915051
536,1,0,0.12646118840789172
537,0,0,0.057443799849319355
538,0,1,0.5922052992809212
539,0,1,0.9467456728498426
540,0,0,0.04664613093668121
541,0,0,0.05981709367015318
542,0,0,0.0017654287783267664
543,0,0,0.16595920059954344
544,0,0,0.03184117376642709
545,0,0,0.004973097066771038
546,0,0,0.07718108205672594
547,0,0,0.18193842231098362
548,0,0,0.0005207522036388213
549,0,1,0.9980662803469603
550,0,0,0.07264931348626003
551,0,0,0.07260878180935208
552,0,0,0.06373102633818636
553,0,0,0.058872866076602595
554,0,1,0.785742318666888
555,0,0,0.035975889691164734
556,0,0,0.0739177962708105
557,0,0,0.06988711637691594
558,0,0,0.014572929727622004
559,0,1,0.7154745535666024
560,0,0,0.19964736432482483
561,0,0,0.07760712987254248
562,0,0,0.1979641572713697
563,0,1,0.9984983183679429
564,0,0,0.07050988567184449
565,0,1,0.8542224107414794
566,0,0,0.0002355305434862514
567,0,0,0.02338888905262274
568,0,0,0.029783999015146216
569,0,0,0.13150396635078096
570,0,0,0.0010143254221850178
571,0,0,0.3734014781966308
572,0,0,0.03469252177038439
573,0,0,0.05636271196332928
574,0,0,0.1548474246503358
575,0,0,0.18814508263973684
576,0,0,0.3956818587025563
577,0,0,0.058807389537043446
578,0,1,0.6419874863632239
579,0,0,0.030316444730861238
580,0,1,0.9864438924661252
581,0,0,0.04330865457051272
582,0,0,0.00710590362903037
583,0,1,0.866617339766384
584,0,0,0.06358002920287385
585,0,0,0.076833339959891
586,0,0,0.035508505118358194
587,0,0,0.0003578986934391282
588,0,0,0.0558559548157634
589,0,0,0.0388242872449959
590,0,0,0.034019639513118864
591,0,1,0.9048095591673527
592,0,0,0.0711175947207085
593,0,0,0.08187264287690334
594,0,0,0.04231453992541949
595,0,0,0.021569990946179524
596,0,0,0.16392040055514928
597,0,0,0.0015357112430610235
598,0,0,0.027597922515096643
599,0,1,0.9249414260515435
600,0,0,0.14414732192256546
601,0,0,0.041925836188069124
602,0,0,0.0378085473585798
603,0,0,0.18560610787537893
604,0,0,0.10826605200453912
605,0,0,0.0004005815750586799
606,0,0,0.17984245709619742
607,0,0,0.0029331683538161768
608,0,0,0.00017480354371396368
609,0,0,0.08487312264222323
610,0,0,0.16169823736084715
611,0,1,0.8196597831722386
612,0,0,0.03424372456836261
613,0,1,0.9796072380455553
614,0,1,0.7981274689189584
615,0,0,0.14377822003188967
616,0,0,0.0005813521307136091
617,0,0,0.0030013049462533302
618,0,0,0.03075060894482249
619,0,0,0.4835193558697973
620,0,1,0.5364844455683903
621,0,0,0.05599595177503291
622,0,0,0.041989348558717395
623,0,0,0.0008793683278160533
624,0,1,0.751919640789916
625,0,1,0.6983832139190256
626,0,0,0.047812605981516494
627,0,0,0.09659799875021445
628,0,0,0.07175290741660263
629,0,0,0.04801241525120753
630,0,0,0.030736701908274263
631,0,0,0.0002529262062758724
632,0,0,0.00036394919889334496
633,0,0,0.055292531197331234
634,0,0,0.0006480914003620658
635,0,0,0.07067984028801569
636,0,0,0.19201228885004631
637,0,0,0.0016781277973791663
638,0,0,0.029933707420547264
639,0,0,0.04619582363398062
640,0,0,0.0307355426866029
641,0,1,0.6698923177469642
642,0,0,0.3151914463594167
643,0,0,0.13748995977639414
644,0,0,0.0029188470606462107
645,0,0,0.037540022495424805
646,0,0,0.0020004145746947938
647,0,0,0.00014717071965651186
648,0,0,0.0016868302119003125
649,0,0,0.08839742067810528
650,0,0,0.031046809570060226
651,0,0,0.06809164500032892
652,0,0,0.08553196901010914
653,0,0,0.11626347004070244
654,0,0,0.03943182613568653
655,0,0,0.0018913108590360086
656,0,0,0.008518580500514928
657,0,0,0.028910834882384738
658,0,0,0.24017346491004077
659,0,0,0.11537153028202254
660,0,0,0.039574844177267914
661,0,1,0.999984747057555
662,0,0,0.010298283327637207
663,0,0,0.0010308023840665535
664,0,0,0.04244145731767989
665,0,0,0.46811284703906897
666,0,0,0.25176006926028216
667,0,1,0.6210324889088612
668,0,0,0.009374637199295236
669,0,0,0.2656539180206223
670,0,0,0.20960935053003876
671,0,0,0.03485480424295236
672,0,0,0.00021334444613678514
673,0,0,0.008713714269440528
674,0,0,0.15663686203179833
675,0,0,0.2024967789526362
676,0,0,0.0009851426923231635
677,0,0,0.06037604898399756
678,0,0,0.02510380209037404
679,0,0,0.14607736431486587
680,0,0,0.011172869662273115
681,0,0,0.05410251967959088
682,0,0,0.03245962074886629
683,0,0,0.0296845179369011
684,0,0,0.0003887655787291482
685,0,0,0.3353982941772282
686,0,0,0.1501712135467305
687,0,0,0.1569941446657158
688,0,0,0.034156415480653915
689,0,1,0.9994720583594565
690,0,0,0.3650462308371835
691,0,0,0.0667879267582874
692,0,0,0.057505191800560414
693,0,0,0.0960254962366275
694,0,0,0.18948746922997314
695,0,0,0.005372479556999918
696,0,0,0.0729003316004843
697,0,0,0.00013381498669897424
698,0,0,0.028844817331444696
699,0,0,0.21679776367313425
700,0,0,0.02504123265550461
701,0,0,0.42015773002240064
702,0,0,0.12855057918005877
703,0,0,0.04954123464109501
704,0,1,0.6937771835028561
705,0,0,0.1590752748899856
706,0,0,0.02702320238215554
707,0,0,0.06950195501189368
708,0,0,0.11179699634059574
709,0,0,0.09670415580465887
710,0,0,0.00036944851049861737
711,0,1,0.8402813114657826
712,0,0,0.0001518931375223388
713,0,0,0.001455700581898237
714,0,1,0.5737260032413415
715,0,0,0.2197114095689262
716,0,1,0.8140043215533079
717,0,0,0.4917760597369999
718,0,0,0.05415278945797302
719,0,0,0.023356983531277117
720,0,0,0.03240797493814258
721,0,0,0.021958572220949955
722,0,1,0.8920577336105199
723,0,0,0.002238020925183593
724,0,0,0.03171986085102476
725,0,0,0.06371077137306118
726,0,0,0.00013935045302041813
727,0,0,0.037930683188742445
728,0,0,0.06157419772016045
729,0,0,0.0005431935309342779
730,0,0,0.10296412511829084
731,0,0,0.1924285930978758
732,0,0,0.39868876540487713
733,0,0,0.06004287244924055
734,0,1,0.9273145746096999
735,0,0,0.1145106278624788
736,0,0,0.0005794723554648387
737,0,0,0.2036254033190246
738,0,0,0.06892104452713774
739,0,1,0.7097784972480277
740,0,0,0.001251560211173068
741,0,1,0.7983238944248616
742,0,0,0.0029786515137573983
743,0,0,0.0004459558356042994
744,0,1,0.9985335585968929
745,0,0,0.0043426679210531996
746,0,0,0.18651178169665364
747,0,0,0.054774930129127826
748,0,0,0.1845923273903144
749,0,0,0.18629842440485322
750,0,0,0.03285351049741381
751,0,0,0.040756948163279585
752,0,0,0.16200430802654783
753,0,0,0.06232752122989477
754,0,0,0.04009729221951756
755,0,0,0.0003336669791768219
756,0,0,0.06524813424682123
757,0,0,0.49803996764629965
758,0,0,0.3018569209201378
759,0,0,0.26772280938739634
760,0,0,0.0013262902019172314
761,0,1,0.946743914192757
762,0,1,0.6992160793520563
763,0,0,0.00019312913663224198
764,0,0,0.0002696848957813184
765,0,0,0.23660292765251809
766,0,0,0.28010940433870013
767,0,0,0.02925461008909306
768,0,1,0.8124666605566767
769,0,0,0.03392513291658745
770,0,1,0.9915742015829134
771,0,0,0.048749719096815254
772,0,1,0.8790268683558137
773,0,0,0.17842469906665784
774,0,0,0.08328796072989031
775,0,0,0.03473496686752283
776,0,0,0.0002419907870842054
777,0,0,0.0001711185527784198
778,0,0,0.021101164955588395
779,0,0,0.4497719641129137
780,0,0,0.3193142270690681
781,0,1,0.8001649311519905
782,0,0,0.00032476407195568496
783,0,0,0.14586907693247014
784,0,0,0.05376171537273666
785,0,0,0.063986535880453
786,0,0,0.0032630252039979033
787,0,0,0.000638529668469644
788,0,0,0.0018197027910315312
789,0,1,0.6690330775828782
790,0,0,4.8157737614088515e-05
791,0,0,0.018274619067454402
792,0,0,0.052947356894299344
793,0,0,0.03900418706899692
794,0,0,0.07976743134467745
795,0,0,0.04488310434299767
796,0,0,0.0001936607905795843
797,0,0,0.4157021680403146
798,0,0,0.012140744520581266
799,0,0,0.043947924445335185
800,0,0,0.0739421902306991
801,0,0,0.4141228381809015
802,0,0,0.05818867349255035
803,0,0,0.21379983160768967
804,0,0,0.29653375000931076
805,0,1,0.7781405907906572
806,0,0,0.04094820081799802
807,0,0,0.07095130713970806
808,0,0,0.07485824494443674
809,0,0,0.0808081159267833
810,0,0,0.19435053332532087
811,0,0,0.00033536551744763553
812,0,0,0.10887043756568308
813,0,0,0.005607268238590464
814,0,0,0.13610085741931024
815,0,1,0.571009542508678
816,0,0,0.29060258497960284
817,0,0,0.2169845748811
818,0,0,0.05717257361698691
819,0,0,0.080716117790279
820,0,0,0.07978882260235483
821,0,0,0.2556367559834263
822,0,0,0.16634601771949298
823,0,0,0.1434929997294594
824,0,0,0.06327300998382974
825,0,0,0.030722147661169475
826,0,1,0.8049491925107474
827,0,0,0.13027408653213557
828,0,0,0.10178392352360484
829,0,0,0.07001551307469332
830,0,0,0.10490195547040705
831,0,0,0.0675253852377473
832,0,0,0.0013791313363752315
833,0,0,0.0010074747056531678
834,0,0,0.058632988638490056
835,0,1,0.59929913676757
836,0,0,0.1150390161146332
837,0,0,0.036881627317960575
838,0,0,0.04098948792064399
839,0,0,0.034732981045382125
840,0,0,0.3970902747487309
841,0,0,0.102666387324483
842,0,1,0.5115187658347556
843,0,0,0.1377113803313341
844,0,0,0.12476817017516247
845,0,0,0.0803696123682866
846,0,0,0.20000704680021536
847,0,0,0.3661016441068303
848,0,0,0.06939032240180608
849,0,0,0.0015047763963500912
850,0,0,0.49321555394472794
851,0,0,0.05481335496777027
852,0,0,0.00038178118391682153
853,0,0,0.27612655100107647
854,0,0,0.14966730663010297
855,0,1,0.6002634240100319
856,0,0,0.035135549298752136
857,0,0,0.0673071254986653
858,0,0,0.2469355567156337
859,0,0,0.030314691304441675
860,0,1,0.7087260254766055
861,0,0,0.0006305288748243686
862,0,0,0.09949955935072938
863,0,0,0.047241266442883824
864,0,0,0.00018434770210975303
865,0,0,0.04125835953154923
866,0,0,0.03463629895300682
867,0,0,0.06681787173186769
868,0,0,0.003722918755921269
869,0,0,0.00034137257397377313
870,0,0,0.03171616175475012
871,0,0,0.00036103864007221295
872,0,0,0.07880027342855521
873,0,0,0.0723001026428748
874,0,0,0.04853907797187954
875,0,0,0.00032829818366111684
876,0,0,0.0002581028533393361
877,0,0,0.07104496291562039
878,0,0,0.06162454754950517
879,0,0,0.07440122323685822
880,0,0,0.0877817203291715
881,0,0,0.027201559284555678
882,0,0,0.09450210052019208
883,0,1,0.9601508874528225
884,0,0,0.17615258672262968
885,0,0,0.042112028030182345
886,0,1,0.6021128862779113
887,0,1,0.7856076865547845
888,0,1,0.9881160176293625
889,0,0,0.24125383103932668
890,0,1,0.7875002566803742
891,0,1,0.8136477142153693
892,0,0,0.042977318582265334
893,0,0,0.07183538295785687
894,0,0,0.06356784487036443
895,0,0,0.049725669412345866
896,0,0,0.01698552911576232
897,0,0,0.05302470338074005
898,0,0,0.04707887069170512
899,0,0,0.10712865760762082
900,0,1,0.8866137430483436
901,0,0,0.0005445055698818083
902,0,1,0.6517124675916272
903,0,0,0.05352617087356165
904,0,0,0.07462724634512073
905,0,0,0.028829079145015882
906,0,1,0.937222130925752
907,0,0,0.4576014332298985
908,0,0,0.02673088161001412
909,0,0,0.04095030234261705
910,0,0,0.29502403678310707
911,0,0,0.08342434102745457
912,0,0,0.05882783381397912
913,0,0,0.021338063839760845
914,0,0,0.13504720969287162
915,0,0,0.16497651794754853
916,0,1,0.9663805812838441
917,0,0,0.108839203813015
918,0,0,0.18288608993534633
919,0,0,0.04844838635589634
920,0,0,0.07970314704775096
921,0,0,0.08325643083757257
