idx_original,Class,prediccion_fraude,probabilidad_fraude,Amount,utilidad_aprobar,utilidad_revisar,utilidad_bloquear,accion_recomendada
49,0,0,0.0649597316075756,100.0,-4.62589262397271,-8.649597316075756,-5.374107376027288,aprobar
50,0,1,0.9229380136308,100.0,-92.13967739034159,-17.229380136308002,82.1396773903416,bloquear
51,0,0,0.1437144851602591,100.0,-12.658877486346427,-9.437144851602591,2.6588774863464266,bloquear
52,0,0,0.0009477694418869,100.0,1.903327516927536,-8.00947769441887,-11.903327516927536,aprobar
53,0,0,0.0088016993110797,100.0,1.1022266702698706,-8.088016993110797,-11.102226670269872,aprobar
54,0,0,0.0219715480121162,100.0,-0.2410978972358524,-8.219715480121161,-9.758902102764148,aprobar
55,0,0,0.0314151956555929,100.0,-1.2043499568704756,-8.314151956555929,-8.795650043129525,aprobar
56,0,0,0.1298215288014414,100.0,-11.241795937747023,-9.298215288014415,1.241795937747023,bloquear
57,0,0,0.0557922469239296,100.0,-3.69080918624082,-8.557922469239296,-6.309190813759181,aprobar
58,0,0,0.0925041104653908,100.0,-7.435419267469861,-8.925041104653909,-2.564580732530139,bloquear
59,0,0,0.0463872418466264,100.0,-2.7314986683558926,-8.463872418466265,-7.268501331644108,aprobar
60,0,0,0.0781179381247781,100.0,-5.968029688727366,-8.781179381247782,-4.031970311272634,bloquear
61,0,0,0.0534849580631556,100.0,-3.455465722441871,-8.534849580631557,-6.544534277558129,aprobar
62,0,1,0.6926537179843207,100.0,-68.65067923440071,-14.926537179843208,58.65067923440072,bloquear
63,0,0,0.0083444665093493,100.0,1.1488644160463712,-8.083444665093493,-11.148864416046372,aprobar
64,0,0,0.0552661593413649,100.0,-3.6371482528192196,-8.55266159341365,-6.36285174718078,aprobar
65,0,1,0.7437411249965287,100.0,-73.86159474964592,-15.437411249965287,63.86159474964593,bloquear
66,0,0,0.0393064045670465,100.0,-2.009253265838743,-8.393064045670465,-7.990746734161256,aprobar
67,0,0,0.3892809909727378,100.0,-37.70666107921925,-11.89280990972738,27.70666107921925,bloquear
68,0,0,0.0007643125243878,100.0,1.9220401225124444,-8.007643125243877,-11.922040122512445,aprobar
69,0,0,0.0016823125021983,100.0,1.8284041247757734,-8.016823125021983,-11.828404124775773,aprobar
70,0,0,0.0583990699281734,100.0,-3.956705132673686,-8.583990699281735,-6.043294867326313,aprobar
71,0,0,0.4779995856928524,100.0,-46.755957740670944,-12.779995856928522,36.755957740670944,bloquear
72,0,1,0.5732684207352943,100.0,-56.47337891500001,-13.732684207352943,46.47337891500002,bloquear
73,0,0,0.0006227298167936,100.0,1.936481558687053,-8.006227298167936,-11.936481558687053,aprobar
74,0,0,0.1654005845955073,100.0,-14.870859628741742,-9.654005845955073,4.870859628741746,bloquear
75,0,0,0.0330283813442741,100.0,-1.3688948971159578,-8.33028381344274,-8.631105102884042,aprobar
76,0,0,0.1428958975571038,100.0,-12.575381550824588,-9.428958975571039,2.575381550824588,bloquear
77,0,0,0.1255392011246047,100.0,-10.80499851470968,-9.255392011246048,0.8049985147096788,bloquear
78,0,0,5.393225455672617e-05,100.0,1.994498910035214,-8.000539322545567,-11.994498910035214,aprobar
79,0,0,0.1668498795823697,100.0,-15.01868771740171,-9.668498795823698,5.018687717401708,bloquear
80,0,0,0.4922324129698114,100.0,-48.20770612292077,-12.922324129698113,38.20770612292076,bloquear
81,0,1,0.6935908155099191,100.0,-68.74626318201175,-14.935908155099192,58.746263182011745,bloquear
82,0,0,0.0352325943645667,100.0,-1.5937246251858037,-8.352325943645667,-8.406275374814197,aprobar
83,0,0,0.0005676644264122,100.0,1.9420982285059556,-8.005676644264122,-11.942098228505955,aprobar
84,0,0,0.0275462247290741,100.0,-0.8097149223655582,-8.275462247290742,-9.190285077634442,aprobar
85,0,0,0.0380749942218649,100.0,-1.88364941063022,-8.38074994221865,-8.11635058936978,aprobar
86,0,0,0.0241998043089189,100.0,-0.46838003950972773,-8.24199804308919,-9.531619960490271,aprobar
87,0,0,0.0002834608351835,100.0,1.971086994811283,-8.002834608351835,-11.971086994811282,aprobar
88,0,0,0.0778002672857709,100.0,-5.935627263148632,-8.778002672857708,-4.064372736851369,bloquear
89,0,1,0.9982021026155432,100.0,-99.81661446678541,-17.982021026155433,89.81661446678541,bloquear
90,0,1,0.9020772735469468,100.0,-90.01188190178857,-17.020772735469468,80.01188190178857,bloquear
91,0,0,0.126891680422305,100.0,-10.94295140307511,-9.26891680422305,0.9429514030751118,bloquear
92,0,1,0.5112784232758583,100.0,-50.15039917413754,-13.112784232758582,40.15039917413755,bloquear
93,0,1,0.9962226374701108,100.0,-99.6147090219513,-17.962226374701107,89.6147090219513,bloquear
94,0,0,0.0008875398454543,100.0,1.9094709357636614,-8.008875398454544,-11.909470935763661,aprobar
95,0,0,0.2617284829928926,100.0,-24.696305265275043,-10.617284829928927,14.696305265275043,bloquear
96,0,0,0.0542058445582279,100.0,-3.5289961449392457,-8.54205844558228,-6.471003855060755,aprobar
97,0,0,0.0028961726660565,100.0,1.704590388062237,-8.028961726660565,-11.704590388062236,aprobar
98,0,0,0.0001407901714498,100.0,1.9856394025121205,-8.001407901714499,-11.98563940251212,aprobar
99,0,0,0.0864205847755408,100.0,-6.814899647105162,-8.864205847755407,-3.185100352894837,bloquear
100,0,0,0.1201007720128011,100.0,-10.250278745305712,-9.201007720128011,0.25027874530571204,bloquear
101,0,0,0.0003714607463874,100.0,1.9621110038684852,-8.003714607463873,-11.962111003868484,aprobar
102,0,0,0.0009187501304999,100.0,1.9062874866890103,-8.009187501304998,-11.90628748668901,aprobar
103,0,0,0.0561139140051871,100.0,-3.723619228529084,-8.561139140051871,-6.276380771470916,aprobar
104,0,0,0.032460244201195,100.0,-1.3109449085218898,-8.32460244201195,-8.68905509147811,aprobar
105,0,0,0.0067360722128817,100.0,1.3129206342860664,-8.067360722128816,-11.312920634286067,aprobar
106,0,0,0.0015174715526512,100.0,1.8452179016295776,-8.015174715526511,-11.845217901629578,aprobar
107,0,0,0.2123579021466515,100.0,-19.660506018958454,-10.123579021466515,9.660506018958454,bloquear
108,0,0,0.0390136316348333,100.0,-1.9793904267529965,-8.390136316348332,-8.020609573247004,aprobar
109,0,0,0.0194872612900736,100.0,0.012299348412492916,-8.194872612900737,-10.012299348412494,aprobar
110,0,0,0.093150574574981,100.0,-7.501358606648061,-8.93150574574981,-2.4986413933519387,bloquear
111,0,0,0.2292460017204276,100.0,-21.38309217548362,-10.292460017204276,11.383092175483617,bloquear
112,0,0,0.0632258606531811,100.0,-4.449037786624473,-8.63225860653181,-5.550962213375527,aprobar
113,0,0,0.0318237236350812,100.0,-1.2460198107782825,-8.31823723635081,-8.753980189221718,aprobar
114,0,0,0.0008105406615072,100.0,1.9173248525262656,-8.008105406615073,-11.917324852526265,aprobar
115,0,0,0.0035699976292051,100.0,1.63586024182108,-8.035699976292051,-11.635860241821081,aprobar
116,0,1,0.9991084929273752,100.0,-99.90906627859228,-17.991084929273754,89.90906627859228,bloquear
117,0,1,0.9190057345788044,100.0,-91.73858492703805,-17.190057345788045,81.73858492703805,bloquear
118,0,0,0.1565845344649593,100.0,-13.971622515425848,-9.565845344649594,3.9716225154258478,bloquear
119,0,0,0.4943489519492134,100.0,-48.423593098819765,-12.943489519492134,38.423593098819765,bloquear
120,0,0,0.393889904333993,100.0,-38.176770242067285,-11.93889904333993,28.176770242067285,bloquear
121,0,0,0.3388022798618144,100.0,-32.557832545905065,-11.388022798618143,22.557832545905065,bloquear
122,0,0,0.0736192414708327,100.0,-5.509162630024934,-8.736192414708327,-4.490837369975066,bloquear
123,0,1,0.856775888486333,100.0,-85.39114062560597,-16.56775888486333,75.39114062560597,bloquear
124,0,0,0.355070211179654,100.0,-34.21716154032471,-11.55070211179654,24.217161540324707,bloquear
125,0,0,0.0284982794770553,100.0,-0.9068245066596405,-8.284982794770553,-9.09317549334036,aprobar
126,0,0,0.0575160342672476,100.0,-3.866635495259255,-8.575160342672476,-6.133364504740744,aprobar
127,0,0,0.0546989284287197,100.0,-3.57929069972941,-8.546989284287196,-6.420709300270591,aprobar
128,0,0,0.0809344555743564,100.0,-6.255314468584353,-8.809344555743564,-3.744685531415648,bloquear
129,0,0,0.2162857093871143,100.0,-20.061142357485657,-10.162857093871143,10.061142357485659,bloquear
130,0,0,0.0230898247176999,100.0,-0.3551621212053899,-8.230898247176999,-9.644837878794611,aprobar
131,0,0,0.0374846612753324,100.0,-1.8234354500839043,-8.374846612753325,-8.176564549916096,aprobar
132,0,0,0.1547353883862033,100.0,-13.783009615392736,-9.547353883862034,3.7830096153927357,bloquear
133,0,0,0.0599290567199634,100.0,-4.112763785436266,-8.599290567199635,-5.887236214563733,aprobar
134,0,0,0.0481413587300859,100.0,-2.910418590468761,-8.48141358730086,-7.089581409531239,aprobar
135,0,0,0.15244411925185,100.0,-13.5493001636887,-9.5244411925185,3.5493001636886987,bloquear
136,0,0,0.0441630447336185,100.0,-2.5046305628290866,-8.441630447336184,-7.495369437170913,aprobar
137,0,0,0.0588668933674256,100.0,-4.004423123477411,-8.588668933674256,-5.9955768765225885,aprobar
138,0,1,0.5374140201987424,100.0,-52.81623006027173,-13.374140201987423,42.81623006027172,bloquear
139,0,0,0.0200705107407337,100.0,-0.04719209555483728,-8.200705107407337,-9.952807904445162,aprobar
140,0,0,0.0014838074148557,100.0,1.8486516436847187,-8.014838074148557,-11.84865164368472,aprobar
141,0,0,0.0001745995768821,100.0,1.9821908431580257,-8.00174599576882,-11.982190843158026,aprobar
142,0,1,0.561958636287945,100.0,-55.319780901370386,-13.61958636287945,45.319780901370386,bloquear
143,0,0,0.061945520973915,100.0,-4.31844313933933,-8.619455209739149,-5.68155686066067,aprobar
144,0,0,0.049303138912514,100.0,-3.028920169076428,-8.49303138912514,-6.971079830923572,aprobar
145,0,0,0.0771038595277132,100.0,-5.864593671826746,-8.771038595277133,-4.135406328173254,bloquear
146,0,0,8.436861411897006e-05,100.0,1.991394401359865,-8.00084368614119,-11.991394401359864,aprobar
147,0,0,0.0014625797812467,100.0,1.8508168623128365,-8.014625797812467,-11.850816862312836,aprobar
148,0,0,0.452410025640418,100.0,-44.145822615322636,-12.52410025640418,34.145822615322636,bloquear
149,0,0,0.0571236998815823,100.0,-3.8266173879213943,-8.571236998815824,-6.173382612078606,aprobar
150,0,0,0.0186234754234062,100.0,0.10040550681256755,-8.18623475423406,-10.100405506812567,aprobar
151,0,1,0.6051571387309692,100.0,-59.72602815055886,-14.051571387309693,49.72602815055886,bloquear
152,0,0,0.2088349530511156,100.0,-19.30116521121379,-10.088349530511156,9.301165211213789,bloquear
153,0,0,0.0008584669195844,100.0,1.9124363742023913,-8.008584669195844,-11.912436374202391,aprobar
154,0,0,0.0547353323247853,100.0,-3.5830038971281013,-8.547353323247853,-6.4169961028719,aprobar
155,0,0,0.052437453383608,100.0,-3.3486202451280165,-8.52437453383608,-6.651379754871984,aprobar
156,0,0,0.0337822421769234,100.0,-1.4457887020461864,-8.337822421769234,-8.554211297953813,aprobar
157,0,1,0.5545319800448029,100.0,-54.56226196456989,-13.545319800448027,44.56226196456989,bloquear
158,0,0,0.0008487041016926,100.0,1.9134321816273547,-8.008487041016926,-11.913432181627355,aprobar
159,0,1,0.8429242951390707,100.0,-83.97827810418522,-16.429242951390705,73.97827810418521,bloquear
160,0,0,0.1571952338479267,100.0,-14.033913852488523,-9.571952338479267,4.0339138524885225,bloquear
161,0,0,0.0455351744271123,100.0,-2.6445877915654554,-8.455351744271123,-7.3554122084345455,aprobar
162,0,0,0.0443116092305662,100.0,-2.519784141517752,-8.443116092305662,-7.4802158584822465,aprobar
163,0,0,0.0471124608992734,100.0,-2.805471011725887,-8.471124608992733,-7.194528988274113,aprobar
164,0,0,0.1488453320158099,100.0,-13.182223865612611,-9.488453320158099,3.1822238656126096,bloquear
165,0,0,0.0122626228274481,100.0,0.7492124716002939,-8.12262622827448,-10.749212471600295,aprobar
166,0,1,0.9190323814774451,100.0,-91.7413029106994,-17.19032381477445,81.7413029106994,bloquear
167,0,0,0.0771858323396901,100.0,-5.87295489864839,-8.7718583233969,-4.127045101351609,bloquear
168,0,1,0.7541589860575466,100.0,-74.92421657786976,-15.541589860575467,64.92421657786976,bloquear
169,0,0,0.1397537422974896,100.0,-12.25488171434394,-9.397537422974896,2.2548817143439397,bloquear
170,0,0,0.0012340843576757,100.0,1.8741233955170786,-8.012340843576757,-11.87412339551708,aprobar
171,0,0,0.0320171637056016,100.0,-1.2657506979713633,-8.320171637056015,-8.734249302028637,aprobar
172,0,0,0.201245479320047,100.0,-18.527038890644793,-10.012454793200469,8.527038890644794,bloquear
173,0,0,0.034546589977517,100.0,-1.5237521777067342,-8.34546589977517,-8.476247822293267,aprobar
174,0,1,0.7916342399511843,100.0,-78.74669247502081,-15.916342399511844,68.7466924750208,bloquear
175,0,0,0.0425136732031594,100.0,-2.336394666722259,-8.425136732031595,-7.663605333277742,aprobar
176,0,0,0.0458079956487174,100.0,-2.672415556169175,-8.458079956487174,-7.327584443830824,aprobar
177,0,0,0.4326333061889175,100.0,-42.12859723126959,-12.326333061889175,32.12859723126959,bloquear
178,0,0,0.0335341268864494,100.0,-1.4204809424178386,-8.335341268864493,-8.57951905758216,aprobar
179,0,0,0.0005614128224994,100.0,1.942735892105061,-8.005614128224993,-11.94273589210506,aprobar
180,0,1,0.9160373195356728,100.0,-91.43580659263863,-17.160373195356726,81.43580659263863,bloquear
181,0,0,0.0796342273861271,100.0,-6.122691193384965,-8.79634227386127,-3.8773088066150354,bloquear
182,0,0,0.0659994679610322,100.0,-4.731945732025285,-8.659994679610323,-5.2680542679747155,aprobar
183,0,0,0.0576071423343488,100.0,-3.875928518103577,-8.576071423343487,-6.124071481896422,aprobar
184,0,0,0.062408031070086,100.0,-4.365619169148772,-8.62408031070086,-5.634380830851229,aprobar
185,0,1,0.6119346728787501,100.0,-60.417336633632516,-14.119346728787502,50.417336633632516,bloquear
186,0,1,0.5181039706332304,100.0,-50.846605004589506,-13.181039706332305,40.846605004589506,bloquear
187,0,0,0.0357137239299826,100.0,-1.6427998408582252,-8.357137239299826,-8.357200159141774,aprobar
188,0,0,0.0573672697592391,100.0,-3.851461515442388,-8.573672697592391,-6.148538484557611,aprobar
189,0,0,0.0393433450014774,100.0,-2.0130211901506954,-8.393433450014774,-7.986978809849305,aprobar
190,0,0,0.1224791832440792,100.0,-10.492876690896079,-9.224791832440792,0.4928766908960789,bloquear
191,0,0,0.0299862420883545,100.0,-1.0585966930121593,-8.299862420883544,-8.94140330698784,aprobar
192,0,0,0.1020793169918171,100.0,-8.412090333165345,-9.020793169918171,-1.5879096668346566,bloquear
193,0,0,0.2328990259395068,100.0,-21.75570064582969,-10.328990259395068,11.755700645829693,bloquear
194,0,1,0.9408316623164528,100.0,-93.96482955627819,-17.40831662316453,83.96482955627819,bloquear
195,0,0,0.0022025917022601,100.0,1.7753356463694698,-8.022025917022601,-11.77533564636947,aprobar
196,0,0,0.1019404896739357,100.0,-8.397929946741442,-9.019404896739356,-1.6020700532585597,bloquear
197,0,0,0.0857939570475199,100.0,-6.75098361884703,-8.8579395704752,-3.2490163811529715,bloquear
198,0,0,0.0129863957016514,100.0,0.6753876384315574,-8.129863957016514,-10.675387638431559,aprobar
199,0,0,0.0079980771552653,100.0,1.1841961301629393,-8.079980771552652,-11.18419613016294,aprobar
200,0,0,0.1130409802067867,100.0,-9.530179981092243,-9.130409802067867,-0.4698200189077575,bloquear
201,0,1,0.9992476354425568,100.0,-99.9232588151408,-17.99247635442557,89.92325881514078,bloquear
202,0,0,0.0720412410375948,100.0,-5.348206585834669,-8.720412410375948,-4.651793414165331,bloquear
203,0,0,0.0705029709075549,100.0,-5.1913030325706,-8.70502970907555,-4.808696967429399,bloquear
204,0,0,0.4715327313158307,100.0,-46.09633859421473,-12.715327313158307,36.09633859421473,bloquear
205,0,0,0.1278404230628632,100.0,-11.039723152412046,-9.278404230628633,1.039723152412046,bloquear
206,0,0,0.0588703023043887,100.0,-4.004770835047648,-8.588703023043887,-5.995229164952352,aprobar
207,0,0,0.0253070103556032,100.0,-0.5813150562715266,-8.253070103556032,-9.418684943728472,aprobar
208,0,0,0.0165045996793821,100.0,0.3165308327030256,-8.165045996793822,-10.316530832703025,aprobar
209,0,0,0.0309659739036012,100.0,-1.1585293381673227,-8.309659739036011,-8.841470661832679,aprobar
210,0,0,0.0535278821290131,100.0,-3.4598439771593354,-8.535278821290131,-6.540156022840666,aprobar
211,0,0,0.0562928820276788,100.0,-3.7418739668232375,-8.562928820276788,-6.258126033176763,aprobar
212,0,0,0.0002237306623598,100.0,1.9771794724393004,-8.002237306623599,-11.977179472439301,aprobar
213,0,0,0.4390973891411639,100.0,-42.78793369239872,-12.39097389141164,32.787933692398724,bloquear
214,0,0,0.0002235921424173,100.0,1.9771936014734355,-8.002235921424173,-11.977193601473436,aprobar
215,0,0,0.4316282921592677,100.0,-42.026085800245305,-12.316282921592677,32.0260858002453,bloquear
216,0,0,0.0321826970236202,100.0,-1.2826350964092603,-8.321826970236202,-8.71736490359074,aprobar
217,0,0,0.133253925583171,100.0,-11.591900409483442,-9.33253925583171,1.5919004094834435,bloquear
218,0,0,0.3263053491785553,100.0,-31.28314561621264,-11.263053491785554,21.283145616212643,bloquear
219,0,0,0.0854971772552209,100.0,-6.7207120800325315,-8.85497177255221,-3.2792879199674694,bloquear
220,0,1,0.5311989702333425,100.0,-52.18229496380094,-13.311989702333424,42.182294963800935,bloquear
221,0,0,0.0308359746046849,100.0,-1.14526940967786,-8.308359746046849,-8.85473059032214,aprobar
222,0,0,0.3810304143781225,100.0,-36.8651022665685,-11.810304143781226,26.8651022665685,bloquear
223,0,0,0.0533080248542094,100.0,-3.4374185351293587,-8.533080248542094,-6.562581464870641,aprobar
224,0,0,0.3401364942618329,100.0,-32.69392241470696,-11.40136494261833,22.693922414706954,bloquear
225,0,0,0.0381134116097084,100.0,-1.887567984190257,-8.381134116097083,-8.112432015809743,aprobar
226,0,0,0.0010558663833124,100.0,1.892301628902135,-8.010558663833123,-11.892301628902135,aprobar
227,0,0,0.0002355361850323,100.0,1.9759753091267056,-8.002355361850324,-11.975975309126706,aprobar
228,0,0,0.0324650809509706,100.0,-1.311438256999001,-8.324650809509706,-8.688561743001,aprobar
229,0,0,0.3900392954590915,100.0,-37.78400813682733,-11.900392954590917,27.784008136827328,bloquear
230,0,0,0.1002613760855449,100.0,-8.22666036072558,-9.00261376085545,-1.77333963927442,bloquear
231,0,0,0.0129144082386683,100.0,0.6827303596558334,-8.129144082386683,-10.682730359655833,aprobar
232,0,0,0.0316681343953127,100.0,-1.2301497083218953,-8.316681343953126,-8.769850291678104,aprobar
233,0,0,0.0274947793937019,100.0,-0.8044674981575941,-8.274947793937018,-9.195532501842406,aprobar
234,0,0,0.2178264317252487,100.0,-20.218296035975367,-10.178264317252488,10.218296035975367,bloquear
235,0,0,0.2755864897450282,100.0,-26.109821953992878,-10.755864897450282,16.109821953992874,bloquear
236,0,0,0.0006600044701767,100.0,1.9326795440419766,-8.006600044701766,-11.932679544041976,aprobar
237,0,0,0.1789346910112668,100.0,-16.251338483149212,-9.789346910112668,6.251338483149215,bloquear
238,0,0,0.185243848273897,100.0,-16.894872523937494,-9.85243848273897,6.894872523937494,bloquear
239,0,0,0.0004791198530745,100.0,1.9511297749864012,-8.004791198530745,-11.951129774986402,aprobar
240,0,0,0.0543764602789638,100.0,-3.546398948454307,-8.543764602789638,-6.453601051545692,aprobar
241,0,0,9.189233839694384e-05,100.0,1.9906269814835118,-8.00091892338397,-11.990626981483512,aprobar
242,0,1,0.7553595756815595,100.0,-75.04667671951907,-15.553595756815596,65.04667671951907,bloquear
243,0,0,0.0004278654370486,100.0,1.9563577254210427,-8.004278654370486,-11.956357725421041,aprobar
244,0,0,0.005143344055691,100.0,1.4753789063195182,-8.051433440556911,-11.475378906319518,aprobar
245,0,0,0.052655671040003,100.0,-3.370878446080306,-8.52655671040003,-6.629121553919693,aprobar
246,0,0,0.4902508042759068,100.0,-48.00558203614249,-12.902508042759067,38.0055820361425,bloquear
247,0,0,0.0851478432685944,100.0,-6.685080013396629,-8.851478432685944,-3.314919986603373,bloquear
248,0,1,0.783235071839051,100.0,-77.8899773275832,-15.832350718390508,67.8899773275832,bloquear
249,0,0,0.0001396569538737,100.0,1.9857549907048826,-8.001396569538736,-11.985754990704882,aprobar
250,0,0,0.0571797848861124,100.0,-3.8323380583834648,-8.571797848861124,-6.167661941616534,aprobar
251,0,0,0.0290635742872013,100.0,-0.9644845772945325,-8.290635742872013,-9.035515422705467,aprobar
252,0,0,0.1305433271432467,100.0,-11.315419368611165,-9.305433271432467,1.315419368611165,bloquear
253,0,1,0.9989031711841372,100.0,-99.888123460782,-17.98903171184137,89.88812346078198,bloquear
254,0,0,0.0729088589475395,100.0,-5.436703612649028,-8.729088589475396,-4.563296387350972,bloquear
255,0,0,0.0564578288818513,100.0,-3.758698545948833,-8.564578288818513,-6.2413014540511655,aprobar
256,0,0,0.0682183782211062,100.0,-4.958274578552833,-8.682183782211062,-5.041725421447168,aprobar
257,0,0,0.1896561925950922,100.0,-17.344931644699408,-9.896561925950923,7.344931644699404,bloquear
258,0,0,0.0272112436632,100.0,-0.7755468536464003,-8.272112436632,-9.2244531463536,aprobar
259,0,0,0.0385571658575188,100.0,-1.932830917466918,-8.385571658575188,-8.067169082533082,aprobar
260,0,0,0.0008493337937144,100.0,1.9133679530411312,-8.008493337937145,-11.913367953041131,aprobar
261,0,0,0.0004373193628249,100.0,1.9553934249918603,-8.004373193628249,-11.955393424991861,aprobar
262,0,1,0.7808974490949786,100.0,-77.65153980768783,-15.808974490949787,67.65153980768781,bloquear
263,0,0,0.0296319936776216,100.0,-1.0224633551174034,-8.296319936776216,-8.977536644882598,aprobar
264,0,0,0.1186413202788765,100.0,-10.101414668445402,-9.186413202788765,0.10141466844540403,bloquear
265,0,0,0.0011062425485072,100.0,1.8871632600522656,-8.011062425485072,-11.887163260052265,aprobar
266,0,0,0.0016146501037286,100.0,1.8353056894196826,-8.016146501037285,-11.835305689419682,aprobar
267,0,0,0.0474086211866317,100.0,-2.8356793610364335,-8.474086211866316,-7.164320638963567,aprobar
268,0,0,0.0795906776876451,100.0,-6.118249124139801,-8.79590677687645,-3.881750875860199,bloquear
269,0,0,0.0975873033023706,100.0,-7.953904936841802,-8.975873033023706,-2.046095063158198,bloquear
270,0,0,0.0741447590908154,100.0,-5.562765427263171,-8.741447590908153,-4.43723457273683,bloquear
271,0,0,0.0003905580720678,100.0,1.9601630766490845,-8.003905580720678,-11.960163076649085,aprobar
