idx_original,dbscan_anomalia,gmm_logprob,gmm_cluster,Class
69707,0,-2.6406627036047854,5,0
187794,0,-5.288047080737637,3,0
140758,0,-2.548922920107019,5,0
254114,0,-4.558092798748517,5,0
271077,0,-1.949838994416304,0,0
120424,0,-6.157942590042786,6,0
57824,0,-2.3450156483319877,0,0
265446,0,-5.643069534593612,3,0
187746,0,-1.6943998314914235,0,0
277619,0,-2.0583780750441893,4,0
178370,0,-1.7764863857372317,0,0
242057,0,-2.504716354397127,4,0
97840,0,-7.25335408008695,4,0
227735,0,-2.1452708413082773,0,0
218691,0,-1.8302167503267466,4,0
66796,0,-2.104983119997733,0,0
110589,0,-5.898500809565509,5,0
267225,0,-1.723222421484751,4,0
256540,0,-1.8671333952157996,4,0
267961,0,-2.553682295034647,0,0
27150,0,-2.2376553971069315,0,0
196123,0,-5.290572939293881,3,0
94138,0,-1.7223287711510271,4,0
47558,0,-2.5008234399603917,0,0
78067,0,-3.197692214178625,5,0
44978,0,-3.3874646895929303,5,0
112909,0,-1.887617148244917,0,0
23456,0,-2.227169952790089,4,0
70885,0,-2.3335574372340817,4,0
32573,0,-2.15548779398812,0,0
115001,0,-2.183826287577927,0,0
264525,0,-3.4263488678572362,4,0
47326,0,-2.6355896243870296,4,0
54090,0,-1.6772942992598994,0,0
174043,0,-3.9499193359704563,5,0
283055,0,-1.8277052439841956,4,0
63021,0,-1.7936247615377943,4,0
32682,0,-2.8851041326851723,1,0
177057,0,-2.4000258854011314,0,0
125282,0,-6.383756646387104,6,0
150513,0,-3.6586850919355816,1,0
95286,0,-5.077779291982303,3,0
212582,0,-2.81083101575613,4,0
14499,0,-3.3091449181336063,0,0
46453,0,-7.635223581197582,6,0
39800,0,-6.903301641790877,4,0
151071,0,-2.8633068689606986,4,0
226010,0,-3.395976577323486,5,0
140513,0,-1.9366183090340752,4,0
31171,0,-2.958940559928983,0,0
131110,0,-3.2961638436373804,1,0
48470,0,-2.4489653569327925,0,0
95727,0,-4.737474237932158,1,0
162011,0,-3.854628386420699,4,0
158292,0,-2.211818167506848,0,0
256332,0,-1.769294363338428,4,0
161749,0,-2.223220647375989,4,0
9976,0,-4.862832445566054,1,0
273438,0,-2.7648431718020974,0,0
189460,0,-2.661307212106819,0,0
56116,0,-6.449436114792375,6,0
93742,0,-1.7211545832975998,4,0
207230,0,-3.356605647530988,1,0
143365,0,-2.2914673216564116,0,0
114057,0,-3.31397024442561,1,0
31529,0,-2.7430402289329483,0,0
145490,0,-2.576675744136694,5,0
39142,0,-3.427248205471017,5,0
245421,0,-3.51200246540422,4,0
77246,0,-2.6600724067283354,0,0
76655,0,-1.724529965824364,0,0
278421,0,-2.3756859151413634,4,0
195343,0,-2.957286616763028,4,0
39077,0,-2.7349954202913804,5,0
113522,0,-1.9520807893977423,0,0
89806,0,-3.2955137771683285,1,0
143419,0,-3.304380191354431,1,0
11408,0,-1.8830402806944044,0,0
100555,0,-2.759178498497081,5,0
85802,0,-3.17051525234317,1,0
41017,0,-4.070196851298142,1,0
198663,0,-2.1213539023545342,0,0
37838,0,-2.081591700825628,4,0
66212,0,-2.2768922489717345,0,0
121117,0,-5.056444702789555,3,0
181299,0,-4.391109602372118,5,0
127209,0,-1.9100627571988757,4,0
235800,0,-3.077776883802938,0,0
64574,0,-1.8286492709188722,0,0
27164,0,-2.272045186703656,0,0
39327,0,-4.295016125302255,1,0
48858,0,-1.7824482245411994,0,0
106894,0,-1.761546290098596,4,0
241031,0,-2.8197207949863863,4,0
6907,0,-2.4590189735901586,0,0
31384,0,-6.696058195057154,6,0
86149,0,-6.8051438406550755,4,0
278749,0,-2.6227841353252135,4,0
272928,0,-1.6153072966651008,0,0
141131,0,-3.184588959877125,4,0
202706,0,-5.65525572315872,5,0
10054,0,-3.4262429544970576,1,0
64789,0,-6.213019827182938,3,0
128950,0,-2.1224428492989302,4,0
9722,0,-1.8787300389279384,0,0
77805,0,-2.124538531587012,0,0
29006,0,-4.519372832363131,5,0
35920,0,-2.1402981366053657,0,0
272437,0,-1.5974181441021198,0,0
118,0,-2.739823745635805,1,0
131107,0,-4.55964430191464,5,0
283779,0,-1.9950628419056817,4,0
161913,0,-4.858101882188592,4,0
271779,0,-2.0725834831716243,0,0
159028,0,-2.882370774305965,0,0
61421,0,-1.560607322948714,0,0
232555,0,-1.7713949550244061,4,0
261307,0,-2.441873369887519,4,0
38046,0,-1.7705085606079467,4,0
255464,0,-1.9361755283383322,4,0
200422,0,-3.294945401968463,4,0
135998,0,-1.6357517367348022,0,0
263772,0,-4.077113705866521,1,0
4736,0,-1.7385779493105156,4,0
258164,0,-3.960804228746228,5,0
197357,0,-2.087814283285741,0,0
21565,0,-3.2305010109518753,4,0
2890,0,-1.7356259327211399,4,0
171442,0,-2.4157133825682493,4,0
140520,0,-1.9385080173393527,4,0
163620,0,-5.401169816752678,3,0
226053,0,-3.276033137765919,4,0
196728,0,-3.39955451973257,0,0
280975,0,-2.705702572622075,0,0
1524,0,-5.5356519939770665,3,0
70945,0,-2.34658624610815,0,0
232805,0,-6.501987149210026,6,0
87822,0,-2.1621524358675765,0,0
200474,0,-2.1557713525364397,0,0
109588,0,-1.7298033468164475,0,0
126366,0,-2.071765466103091,0,0
230079,0,-3.118307227086059,5,0
88946,0,-3.3169899079806235,5,0
196751,0,-3.526223130730291,5,0
67948,0,-4.732870320061367,3,0
64852,0,-1.9290566766420287,0,0
75288,0,-1.7779997204687519,0,0
71198,0,-3.1968590424989567,0,0
284709,0,-2.9065679907817037,4,0
30358,0,-2.212636450195947,0,0
70415,0,-2.790213724260487,5,0
270756,0,-5.01987772575571,5,0
14832,0,-2.424600244727171,0,0
227070,0,-4.790762795545958,0,0
114804,0,-2.3865038939797216,5,0
136689,0,-2.166660830011392,0,0
223263,0,-1.811200907008219,0,0
56099,0,-6.208082448195142,5,0
235918,0,-3.0009080292873533,4,0
54500,0,-2.3452577735878304,0,0
237836,0,-2.951635437780941,5,0
16658,0,-2.338601392818128,4,0
153014,0,-4.560232385870863,0,0
164663,0,-2.184449818622902,0,0
257909,0,-2.9828818440338827,1,0
206549,0,-3.488035931109075,1,0
226547,0,-2.460966944524409,0,0
283073,0,-5.160613501556632,4,0
216232,0,-2.2812157567841282,4,0
90236,0,-2.162800522461569,0,0
177850,0,-2.0368750627942895,0,0
133939,0,-1.5983727123520959,0,0
114243,0,-2.3417203347121447,4,0
31893,0,-1.8682702854361426,4,0
53873,0,-2.3758713157147224,0,0
172535,0,-2.6175060472337455,5,0
191503,0,-4.043380005571036,5,0
54266,0,-1.9185278389313234,4,0
234631,0,-5.403672774148937,0,0
226526,0,-2.1385530777028303,0,0
42926,0,-1.8321383592872027,0,0
172821,0,-2.900465576381502,0,0
168999,0,-4.126710487402629,0,0
261795,0,-2.235062154141698,0,0
78876,0,-2.739584236364699,5,0
14868,0,-2.790128067787768,0,0
253930,0,-3.8316896650173073,4,0
283728,0,-2.7907633214169962,0,0
62021,0,-2.872437115125594,4,0
6101,0,-3.0551578594456505,5,0
22300,0,-1.8203514382492862,4,0
109367,0,-1.7253329903330739,0,0
102649,0,-2.188197478347363,0,0
43595,0,-2.2799640812733535,0,0
199160,0,-2.4148976650197005,5,0
160471,0,-3.7026780025663313,1,0
178213,0,-4.2488328046501875,1,0
132605,0,-1.7744888153451008,0,0
284012,0,-2.506296756887771,4,0
55281,0,-1.9421648425287799,0,0
118436,0,-2.1222855070445754,4,0
129541,0,-1.8041148048081779,4,0
83363,0,-5.870959628829686,5,0
194350,0,-2.4558373447608446,0,0
271197,0,-2.4729185922012977,0,0
228400,0,-2.700172421904098,5,0
4272,0,-1.9840030526095984,0,0
213419,0,-2.4406201955532656,0,0
110566,0,-3.078543515484367,5,0
32585,0,-3.239940627931555,1,0
240004,0,-4.102201801481624,4,0
137664,0,-1.9503889342806924,0,0
22884,0,-3.041837473532103,1,0
158836,0,-2.6715242551079594,0,0
68409,0,-4.004855635540947,1,0
279739,0,-2.262148783401761,4,0
212289,0,-2.9567101272300773,4,0
153148,0,-1.9090604287229864,4,0
269197,0,-4.340123309550463,5,0
95319,0,-3.7791056087786545,5,0
169205,0,-2.653733397133296,4,0
127728,0,-3.6481899563549627,0,0
74061,0,-2.6345259493742743,4,0
129613,0,-5.557835505411149,3,0
20746,0,-2.1201548079057058,0,0
180206,0,-1.8105433287496808,4,0
40455,0,-1.7923516938243989,4,0
56258,0,-2.4569955158519035,4,0
183871,0,-2.094668591322295,4,0
100515,0,-2.4475215034506452,4,0
224027,0,-3.2123445722392354,5,0
204970,0,-3.942294983675507,5,0
261904,0,-1.861000020249786,0,0
113018,0,-2.427321714579821,5,0
52881,0,-6.687978764250899,6,0
177002,0,-3.8144994537144497,0,0
74302,0,-4.019479190840419,5,0
266541,0,-2.254930721283128,4,0
33115,0,-1.9333176531971086,0,0
26582,0,-2.3829233944534547,0,0
279579,0,-1.8880979382886252,0,0
187106,0,-2.7771602923122845,1,0
281469,0,-2.3992616329568297,0,0
107136,0,-1.7516743498909133,4,0
83263,0,-2.198747759254251,4,0
59976,0,-4.733518410656373,3,0
167987,0,-2.0153792468788345,0,0
258791,0,-2.6589663488968354,4,0
122007,0,-3.7834905540241084,1,0
128792,0,-2.1334345694469015,4,0
204391,0,-3.2013498036183208,0,0
247645,0,-3.6480703387106685,5,0
82138,0,-3.859347794714025,1,0
81449,0,-2.1845371228693597,4,0
213082,0,-2.990527420109886,1,0
52301,0,-1.7944413696640862,4,0
37094,0,-2.430165580278885,4,0
16169,0,-2.168710459170767,0,0
56615,0,-4.3246819796983695,0,0
103670,0,-3.7472353743638434,1,0
141925,0,-2.367084358929646,0,0
87486,0,-2.093222180127624,4,0
183629,0,-3.759111007443083,1,0
7549,0,-2.727311238166852,0,0
174111,0,-3.209115724241615,5,0
81635,0,-3.373148486344406,0,0
97949,0,-2.9862326897416738,1,0
16119,0,-4.171561769350523,4,0
86446,0,-3.2635069604947056,1,0
159231,0,-2.104861196643707,0,0
187662,0,-3.6507383209187427,5,0
225607,0,-2.765832074154423,0,0
107480,0,-5.043815533386104,1,0
18658,0,-2.079543204677389,0,0
10179,0,-2.094534410745154,0,0
265785,0,-3.194506737881446,4,0
249784,0,-2.207866899380633,4,0
18667,0,-1.9106673199263509,0,0
54897,0,-6.240143863438932,6,0
97598,0,-2.204273614473613,4,0
27340,0,-2.482932065660493,4,0
66355,0,-6.431799901787118,6,0
38630,0,-2.0684335073373217,4,0
191749,0,-1.9619706764113944,0,0
232380,0,-1.7172615517353957,4,0
273952,0,-2.5518379992398024,4,0
35256,0,-2.263920667428188,4,0
278569,0,-5.416068626341389,3,0
154779,0,-5.2471742539120285,1,0
99561,0,-2.6441424721053934,5,0
44928,0,-4.2149004997619555,1,0
187390,0,-2.6437587395609627,4,0
58570,0,-2.813078876708107,0,0
247009,0,-4.139335039101131,5,0
210394,0,-2.6532797158797368,4,0
16863,0,-5.694221150588552,1,1
224065,0,-3.735045878277336,1,0
115606,0,-5.219142873362661,3,0
254254,0,-6.384083019916472,3,0
185940,0,-1.9832628000140153,4,0
131276,0,-2.081165202968461,4,0
121611,0,-2.9022601537466732,0,0
274767,0,-4.121820824858898,1,0
46634,0,-1.7617460794800657,4,0
236549,0,-4.541995631759304,5,0
68308,0,-2.391578912399762,4,0
177627,0,-2.569534939724952,4,0
116426,0,-2.3207748652433304,0,0
20658,0,-6.291579333353241,4,0
135341,0,-2.258656652995184,0,0
52240,0,-2.1427661038170953,0,0
147470,0,-3.787649011428404,1,0
149095,0,-3.7500066615920193,1,0
20292,0,-5.305740309594208,3,0
182467,1,-8.390873117998032,6,0
212605,0,-2.3681588255149233,4,0
272758,0,-2.2872023583256573,0,0
36312,0,-1.531235541990623,0,0
196438,0,-5.467898029322786,1,0
281733,1,-9.317988167420898,6,0
205219,0,-2.2944281880208584,0,0
271244,0,-2.6282140074712355,4,0
56852,0,-8.06882016971327,3,0
254199,0,-2.242521258389492,0,0
261723,0,-5.609149830124264,3,0
204964,0,-1.9431231661249526,0,0
246299,0,-3.29062992202436,1,0
278849,0,-1.7891298860476663,0,0
69539,0,-2.353036629075238,4,0
163462,0,-3.2746473702059395,5,0
153272,0,-3.145822899630811,4,0
49006,0,-1.968267967689512,4,0
121675,0,-2.2228570134268897,4,0
201994,0,-2.7017428792831746,0,0
261132,0,-2.799200750652751,4,0
218507,0,-3.177588714293063,4,0
220805,0,-1.854581498836738,4,0
179741,0,-5.0157090281437435,3,0
44244,0,-1.8984263111452364,4,0
138444,0,-6.763718184574148,3,0
131455,0,-1.9217866214337707,0,0
28411,0,-4.0008497636317255,1,0
246628,0,-4.469891745717286,4,0
231051,0,-2.137172273417937,0,0
130266,0,-2.25507591530129,4,0
186354,0,-1.8802019926572224,0,0
191959,0,-2.142260677259319,0,0
4967,0,-2.0737130859365953,4,0
72166,0,-1.8941015726573929,4,0
128360,0,-1.8303429130597648,4,0
73982,0,-6.092898682460974,3,0
17412,0,-2.200995298982325,0,0
269482,0,-2.2917382797980865,4,0
265425,0,-1.9358290017622373,4,0
15086,0,-1.7233338705198868,4,0
181110,0,-4.290992557097836,1,0
63806,0,-3.1008075468820215,5,0
213769,0,-1.8499383312085718,4,0
137140,0,-5.918788504781758,3,0
181871,0,-2.5741374520805302,0,0
111285,0,-1.9037770825976654,0,0
170780,0,-1.7545520910958334,0,0
228890,0,-2.583304490667526,4,0
7379,0,-5.551743652511201,5,0
34257,0,-2.8422815532809516,5,0
282820,0,-2.7744981627219456,0,0
175287,0,-3.500208424960358,1,0
28193,0,-1.801221170335254,0,0
2233,0,-2.238151181703195,0,0
180165,0,-2.6505066945377185,0,0
18536,0,-5.7841607322553426,1,0
262214,0,-1.8017175391420146,4,0
162054,0,-6.968285219078868,3,0
142474,0,-5.561963321415604,3,0
104127,0,-4.20923718127918,1,0
96611,0,-2.874991698161085,5,0
263085,0,-3.478960634429285,5,0
124444,0,-1.7817863506653382,4,0
44031,0,-3.5400798319386486,0,0
258225,0,-3.7083936017933077,4,0
113619,0,-6.499443179358858,6,0
115539,0,-1.816065561736041,0,0
64661,0,-3.7156733849243855,5,0
22199,0,-5.554751728686674,1,0
272043,0,-4.055912055262348,4,0
168370,0,-2.1358845793551553,4,0
239775,0,-2.1571336397341057,4,0
266762,0,-1.9744211559193914,4,0
126835,0,-2.0379387224830765,0,0
97355,0,-1.8860063837839558,0,0
68538,0,-1.9770356226458996,0,0
195896,0,-3.295682009891312,5,0
241070,0,-2.112540459812697,0,0
74667,0,-3.06614932416399,5,0
80868,0,-3.710278829313935,1,0
154261,0,-2.7081725982074296,4,0
125515,0,-3.1850468962354235,1,0
117513,0,-1.7181503571035066,0,0
203665,0,-1.9576835529196162,0,0
35511,0,-1.8859882872580949,0,0
142426,0,-5.3561195973506,1,0
68392,0,-3.0226900512324852,4,0
96028,0,-4.081143815266628,1,0
189112,0,-3.767099217857355,5,0
101537,0,-1.848355256141761,4,0
85719,0,-3.2841566082084217,1,0
28125,0,-2.864779312179663,5,0
125331,0,-3.153746583123423,5,0
267851,0,-2.2632351073562846,0,0
65908,0,-1.7547960888181735,4,0
68355,0,-3.821360088707932,1,0
190333,0,-2.3073668127144256,0,0
162872,0,-3.9019740244918624,1,0
233529,0,-1.9016169102914853,4,0
231163,0,-3.4668647126436802,5,0
122950,0,-4.799773007384923,5,0
158532,0,-3.404689171439107,1,0
19482,0,-2.955368823945817,0,0
129398,0,-2.6142333735483607,4,0
246435,0,-1.8718120023024498,0,0
261843,1,-15.143946671190346,2,0
100742,0,-2.915794497782787,1,0
78678,0,-2.9102463859724654,1,0
184807,0,-1.93728347827554,4,0
82554,0,-3.4709720065057272,0,0
203218,0,-2.9890835392017028,0,0
73074,0,-4.970569589833795,3,0
232804,0,-2.8488488858251113,1,0
277622,0,-2.90810454706578,4,0
105627,0,-2.8697875250783365,0,0
14892,0,-1.811451997324515,4,0
21323,0,-2.3724090717653783,5,0
141906,0,-2.8373467534506274,1,0
64824,0,-4.26524005413816,1,0
124798,0,-2.6441535780091363,4,0
165899,0,-2.992344383351185,5,0
162046,0,-2.214436039665144,0,0
148000,0,-1.801183016782179,4,0
58408,0,-4.226111796075217,1,0
236993,0,-2.954114235688379,1,0
266052,0,-2.0558803529686607,4,0
37990,0,-1.9121985524752216,0,0
177243,0,-4.858458482175681,5,0
169094,0,-2.4979827172131865,5,0
232342,0,-3.030962086697494,4,0
266818,0,-2.580478605017074,4,0
208469,0,-2.5921830089745326,4,0
245449,0,-1.6952134830349113,0,0
234351,1,-10.603546372362397,3,0
125314,0,-4.445612549420187,3,0
76727,0,-2.092185654839948,0,0
135159,0,-2.0612423984561086,4,0
205978,0,-2.384714046761541,4,0
96510,0,-4.2730682146047485,1,0
223265,0,-3.9918478819933116,5,0
237888,0,-2.2605209922765788,0,0
270212,0,-2.8195076442553826,5,0
155608,0,-1.751117768229646,4,0
158799,0,-2.8936103269190867,4,0
174846,0,-1.6997590923047414,0,0
96751,0,-3.395818011381301,0,0
166489,0,-2.675964971928952,4,0
34495,0,-1.7525094040714797,4,0
103784,0,-5.4113184534881835,1,0
31062,0,-2.5996248870265073,4,0
4014,0,-1.8390952423604945,4,0
148288,0,-1.9551083964640892,4,0
25886,0,-2.410124618684605,0,0
226656,0,-2.347414990242808,4,0
20458,0,-2.6476819846855415,5,0
78521,0,-7.131694963802488,6,0
125624,0,-2.8798092146975662,5,0
168965,0,-3.1048494449366313,1,0
53388,0,-5.137534313196906,1,0
126524,0,-2.7888866571167132,4,0
154096,0,-7.033885801076429,6,0
47004,0,-6.3771538700648,6,0
122319,0,-2.04657525101772,0,0
147327,0,-1.6639986580478836,0,0
17146,0,-1.761705952261296,0,0
58727,0,-6.012533897089228,6,0
257080,0,-5.7814648424889645,3,0
191479,0,-3.429007329256518,5,0
97988,0,-1.9011214054578756,0,0
54428,0,-3.654509597354854,1,0
127170,0,-2.8387962959022137,5,0
243326,0,-1.8580830957935588,4,0
254828,0,-2.119002472317943,0,0
121561,0,-2.5149985954019636,5,0
85113,0,-3.829491288438184,1,0
266283,0,-2.816149914730535,0,0
77489,0,-3.4291766449672805,4,0
254647,0,-2.114481254950301,4,0
89186,0,-7.602370884769771,6,0
146581,0,-2.264204987984138,4,0
37620,0,-3.014069471636821,5,0
63502,0,-7.231685675069605,6,0
57670,0,-2.1830704958062026,0,0
223642,0,-5.090472986737833,3,0
186551,0,-3.372500603413106,5,0
93367,0,-5.412561494348943,3,0
283146,0,-3.508899244035236,1,0
38201,0,-2.8922060075101714,5,0
248579,0,-7.827693062812558,3,0
60588,0,-3.9525368452731917,5,0
151575,0,-2.691115369872274,4,0
130964,0,-2.052994414653768,0,0
75450,0,-2.7770249783340013,0,0
171379,0,-2.585879986569238,4,0
142248,0,-1.7692056126081106,0,0
3464,0,-1.8978315163499386,4,0
138694,0,-2.702878626564943,4,0
